postal_code,HOUSEHOLD INCOME,year,business_id,count,mean,stars,review_count,RestaurantsTakeOut,NoiseLevel,Caters,Ambience,RestaurantsReservations,BusinessAcceptsCreditCards,RestaurantsTableService,GoodForKids,RestaurantsPriceRange2,WheelchairAccessible,OutdoorSeating,RestaurantsDelivery,HasTV,RestaurantsAttire,Alcohol,GoodForMeal,DogsAllowed,RestaurantsGoodForGroups,HappyHour,BusinessParking,BikeParking,WiFi,ByAppointmentOnly,Music,CoatCheck,BestNights,BusinessAcceptsBitcoin,BYOB,GoodForDancing,DriveThru,Smoking,Corkage,BYOBCorkage,AgesAllowed,AcceptsInsurance,population
93101,12934,2021,2bxZhBk8JZkJ1GqfTB0cUQ,24,3.625,3.5,287,True,u'average',True,"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}",False,True,,True,2,,True,True,False,'casual',u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'no',,,,,False,,,,,,,,,31439
93101,12934,2021,2h3SEwpI6fiuTF9mcN1S_Q,8,4.75,4.0,86,True,u'average',True,"{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}",False,True,,True,1,,False,False,True,'casual','beer_and_wine',"{u'breakfast': None, u'brunch': False, u'lunch': True, u'dinner': None, u'latenight': False, u'dessert': False}",,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'no',,,,,,,,,,,,,,31439
93101,12934,2021,2l-spLLGUzRiZg8dF623Nw,35,4.4,4.0,144,True,u'average',True,"{u'divey': False, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': False, u'classy': True, u'upscale': None}",True,True,True,True,2,True,True,False,True,,u'full_bar',"{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}",,True,True,"{'valet': False, 'garage': True, 'street': False, 'lot': False, 'validated': False}",True,u'free',,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",False,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",False,True,,False,u'no',True,,,,31439
93101,12934,2021,2pBNVsJo3a3CPbInUu9lvQ,19,3.4210526315789473,3.0,134,True,'average',False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': True, 'trendy': False, 'upscale': False, 'casual': False}",True,True,True,True,2,True,True,False,False,u'casual',u'none',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,False,,"{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}",True,u'no',,,,,False,,,,,,,,,31439
93101,12934,2021,34Eqv8jXgxg_EEwcsNgeeg,42,4.142857142857143,4.0,659,True,u'average',False,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,True,False,True,2,,True,None,True,u'casual',u'none',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,u'no',,,,,,,,,,,,,,31439
93101,12934,2021,3rzlcCvPUJ56jvYWl7iGvA,17,4.470588235294118,4.5,54,True,,,"{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}",,True,False,True,2,True,True,False,False,,u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,,,"{'valet': False, 'garage': False, 'street': False, 'lot': True, 'validated': False}",True,u'free',,,,,,False,,,,,,,,31439
93101,12934,2021,3tvi-OJ_-iK1ecjzSaH-oA,68,4.338235294117647,4.5,217,True,,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",,True,False,True,1,True,True,True,True,,u'none',,True,,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,u'free',,,,,False,False,,False,,False,,,,31439
93101,12934,2021,425FOxIzHPcOB0niWc6-1w,8,4.125,3.5,100,True,,True,,,True,,,1,,,None,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,,,,,,,,,,,,,31439
93101,12934,2021,4D7QDfPOsSPfKxBi3gs_qQ,25,3.52,4.0,622,True,u'average',False,"{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': True, 'casual': None}",True,True,True,True,2,True,True,None,True,u'casual',u'full_bar',"{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,u'free',,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}",False,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",False,,False,,u'no',,,,,31439
93101,12934,2021,5Z3uvoIoOFUzTmrBmIJv2g,5,3.2,3.0,37,True,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,True,,True,1,,None,False,True,'casual',,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,31439
93101,12934,2021,5lGOPqwxBNR9hfA9mFr2vA,1,5.0,4.5,140,True,u'loud',True,"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",False,True,,False,1,True,None,True,False,u'casual',u'none',"{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'no',,,,,,,,,,,,,,31439
93101,12934,2021,5uNCvNy9L6peKeKP1RRPyg,19,3.0526315789473686,3.5,374,None,u'average',True,"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}",True,True,True,True,2,,True,None,True,'casual',u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",,True,True,"{'valet': False, 'garage': None, 'street': True, 'lot': None, 'validated': False}",True,u'no',,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",,,False,,u'no',,,,,31439
93101,12934,2021,6EPPtwJR1kdIfHiCjzCzuw,39,3.1794871794871793,3.5,477,True,u'average',False,"{u'divey': False, u'hipster': False, u'casual': None, u'touristy': None, u'trendy': False, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}",True,True,True,True,2,True,True,True,True,u'casual','full_bar',"{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}",False,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",True,'free',,,,,,,,,,,,,,31439
93101,12934,2021,6EizP0XyqITuGZ8GZMI9Lw,116,4.405172413793103,4.5,1084,True,u'average',False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,True,True,True,3,True,True,None,False,u'casual',u'full_bar',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,u'no',,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,"{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",,False,False,,u'no',True,,,,31439
93101,12934,2021,6HTGlttrzCMsuGBHO1ZGiw,40,4.425,4.5,405,True,u'average',True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,True,True,False,3,True,True,True,False,u'casual',u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,u'free',False,"{u'dj': False, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}",False,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",False,False,False,,u'no',True,,,,31439
93101,12934,2021,6VVbLYay8czrjKJ4xRoTxQ,8,4.75,4.5,110,True,u'average',False,"{u'divey': True, u'hipster': False, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': False}",False,True,,True,2,,True,None,True,'casual','none',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",,True,,"{'garage': None, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'no',,,,,,,,,,,,,,31439
93101,12934,2021,6m4A_ciUZn1G302yx1YV1w,16,3.9375,4.0,270,None,u'average',False,,False,True,,True,2,True,False,None,False,'casual',u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,,False,,,,,,,,,,,,,31439
93101,12934,2021,7kLn2XsFwyJ-yFn4qx40TQ,16,4.375,4.5,35,True,,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,True,False,,,True,True,False,True,,u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,u'free',,,,,False,,,,,,,,,31439
93101,12934,2021,8-ZExybRuyyXZf6aESgc3g,7,3.2857142857142856,4.0,125,None,,False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,True,,True,2,True,True,None,False,'casual','full_bar',,True,True,,"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,'no',False,,,,,,,,,,,,,31439
93101,12934,2021,8JzURExziDYuCrd7Ve9nDQ,3,3.6666666666666665,4.5,44,True,,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,True,False,True,1,,None,True,False,'casual',u'none',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,'no',,,,,,,,,,,,,,31439
93101,12934,2021,8Lbz0hfE4MWzd7yDu9atBA,9,4.555555555555555,5.0,146,True,u'average',True,"{'touristy': None, 'hipster': True, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}",False,True,True,False,2,True,True,False,True,u'casual',u'beer_and_wine',"{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}",,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'free',False,"{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}",False,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}",False,True,,,u'no',True,,,,31439
93101,12934,2021,8MoqZqlNN9AXzG91_Hpc_Q,19,4.631578947368421,4.0,289,True,u'average',True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,True,True,True,2,True,True,True,True,'casual','full_bar',"{'dessert': None, 'latenight': True, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,u'free',,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': True, 'video': False, 'karaoke': False}",False,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",False,False,,,u'outdoor',True,,,,31439
93101,12934,2021,8Vo6LN9gqULhXzoxj5k6kQ,134,4.164179104477612,4.5,983,True,u'average',True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}",True,True,True,False,2,True,True,True,False,'casual',u'full_bar',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'free',False,"{u'dj': None, u'live': False, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}",False,"{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': True, u'saturday': False, u'sunday': True}",,,,,,,,,,31439
93101,12934,2021,8_r9EZL6vX5fPBoVh3gUrA,38,4.184210526315789,4.0,318,True,u'average',True,"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': False}",True,True,,True,2,,True,True,False,'casual',u'full_bar',"{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': False}",,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'no',,,,,,,,,,,,,,31439
93101,12934,2021,9jEv_7tueRJdV5CZwVcwPg,2,1.0,4.0,127,True,u'average',,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,True,False,True,2,,True,None,True,u'casual',u'none',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,u'free',,,,,,,,,,,,,,31439
93101,12934,2021,9u79dIXLQzmt9rnOZEnBaQ,12,2.3333333333333335,4.0,306,True,u'average',False,"{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,True,False,True,1,,True,None,True,'casual','none',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}",,True,,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,u'no',,,,,,,,True,,False,'no',,,31439
93101,12934,2021,9ugpNKKhnYRa51qXoxUw_A,87,4.620689655172414,4.5,1219,True,u'average',True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,True,False,True,1,True,False,None,True,'casual',u'none',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}",False,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'no',,,,,,False,,None,,False,,,,31439
93101,12934,2021,AV3XPH1iv8PKSO6mrnYgLg,14,3.7857142857142856,4.5,36,None,u'average',,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",False,True,True,,2,True,None,None,False,u'casual',u'full_bar',"{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': False, 'brunch': None, 'breakfast': None}",True,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",True,,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",False,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}",,False,,,u'no',True,,,,31439
93101,12934,2021,Aes-0Q_guDeYewMapFs_vg,35,3.657142857142857,3.0,516,True,u'average',False,"{'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",False,True,True,True,2,,True,None,True,'casual','full_bar',"{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': None, u'latenight': False, u'dessert': None}",,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",True,'no',,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",,,,,,,,,,31439
93101,12934,2021,AmAc0eD6lyVyb7QdOAO1Mg,2,4.5,3.5,138,True,u'loud',False,"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}",True,True,,False,2,,True,False,True,u'casual',u'full_bar',"{'dessert': False, 'latenight': None, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",,True,,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'no',,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",False,,,,,,,,,31439
93101,12934,2021,AzZqXglv_puXwd4kCvM7ew,17,3.9411764705882355,4.0,96,True,,True,"{u'divey': False, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': False}",False,True,False,True,1,True,False,True,False,'casual',u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'free',,,,,False,False,,False,,,,,,31439
93101,12934,2021,B1yPXzIIJrLWyTcE4jsYuQ,75,3.533333333333333,3.5,311,True,u'average',False,"{'touristy': True, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}",True,True,True,True,2,True,True,True,False,u'casual',u'beer_and_wine',"{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}",True,True,True,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,u'free',,,,,,,,,,,,,,31439
93101,12934,2021,BErYojCJSO959vzaz9JclQ,27,4.444444444444445,4.5,571,True,u'average',True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",False,True,False,True,2,True,True,True,False,u'casual',u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",True,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,u'free',False,,,,,False,,,,,,,,31439
93101,12934,2021,B_q2xoAgTyn6U4YNEc3kSw,19,4.105263157894737,3.5,348,True,u'average',True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,True,,True,2,,True,None,False,'casual',u'full_bar',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}",False,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,u'no',,,,,,,,,,,,,,31439
